participant,exp,language,step_cont,response,l1,l2
5e88a67c651ae60009602e69,vowels,english,1,0,Spanish,English
5e88a67c651ae60009602e69,vowels,english,5,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,3,0,Spanish,English
5e88a67c651ae60009602e69,vowels,english,3,0,Spanish,English
5e88a67c651ae60009602e69,vowels,english,9,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,4,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,7,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,6,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,1,0,Spanish,English
5e88a67c651ae60009602e69,vowels,english,11,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,10,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,2,0,Spanish,English
5e88a67c651ae60009602e69,vowels,english,8,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,5,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,7,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,8,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,2,0,Spanish,English
5e88a67c651ae60009602e69,vowels,english,4,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,1,0,Spanish,English
5e88a67c651ae60009602e69,vowels,english,11,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,6,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,9,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,10,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,3,0,Spanish,English
5e88a67c651ae60009602e69,vowels,english,5,0,Spanish,English
5e88a67c651ae60009602e69,vowels,english,2,0,Spanish,English
5e88a67c651ae60009602e69,vowels,english,5,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,4,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,9,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,6,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,7,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,1,0,Spanish,English
5e88a67c651ae60009602e69,vowels,english,11,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,10,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,8,1,Spanish,English
5e88a67c651ae60009602e69,vowels,english,3,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,30,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-15,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,15,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,10,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,20,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-10,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,-25,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,-20,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,50,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-30,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,45,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-5,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,35,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-35,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,25,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,5,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,40,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-35,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,-25,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,25,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,5,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,15,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-10,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-5,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,30,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,45,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,10,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,20,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-20,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,50,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-30,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,-15,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,35,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,40,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,25,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,15,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-15,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,-5,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,10,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,50,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,40,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-30,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,45,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,5,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,35,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-20,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,-35,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,-10,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,20,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,30,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-25,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,-35,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,50,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,45,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,15,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-10,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,5,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-15,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,35,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-30,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,25,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,-25,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,10,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,40,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-20,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,20,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-5,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,30,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-5,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,25,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,5,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,-35,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,-10,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,10,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,15,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,30,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,50,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,35,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-20,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,45,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,40,1,Spanish,English
5e88a67c651ae60009602e69,stops,english,-30,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,-15,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,-25,0,Spanish,English
5e88a67c651ae60009602e69,stops,english,20,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,6,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,4,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,5,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,3,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,9,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,11,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,2,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,10,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,7,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,8,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,1,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,10,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,3,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,5,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,6,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,2,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,4,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,8,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,7,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,9,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,1,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,11,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,7,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,9,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,4,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,10,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,3,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,5,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,6,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,8,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,1,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,2,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,11,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,9,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,4,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,10,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,1,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,3,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,11,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,8,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,7,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,5,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,6,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,2,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,4,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,10,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,9,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,11,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,2,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,6,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,3,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,5,0,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,8,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,7,1,Spanish,English
5e8e520df84fbf114143b0a2,vowels,english,1,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-20,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,45,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,15,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,25,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-10,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,10,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,5,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-35,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-30,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,35,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,30,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,20,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,40,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-15,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,50,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-25,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-5,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,50,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,45,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,40,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,25,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,5,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-10,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,30,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,15,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-15,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,20,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-30,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-25,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-5,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-35,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-20,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,10,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,35,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,25,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,30,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-5,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,20,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-15,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,10,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,45,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-25,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,40,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,15,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,50,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-30,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,5,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-10,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,35,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-35,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-20,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,5,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,45,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-10,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,30,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-20,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,40,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-5,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,35,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-30,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,20,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,10,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,15,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,50,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-25,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-15,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,25,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-35,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-5,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,5,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,15,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,25,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-25,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-30,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-15,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-20,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,50,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,35,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,30,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,20,0,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,40,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,45,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,10,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-35,1,Spanish,English
5e8e520df84fbf114143b0a2,stops,english,-10,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,10,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,9,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,8,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,1,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,11,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,2,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,3,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,5,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,4,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,6,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,7,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,7,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,10,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,3,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,9,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,1,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,8,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,2,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,5,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,6,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,11,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,4,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,1,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,11,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,7,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,3,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,4,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,10,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,9,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,5,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,6,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,2,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,8,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,4,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,7,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,9,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,5,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,8,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,11,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,2,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,3,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,1,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,10,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,6,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,11,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,8,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,5,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,7,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,3,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,4,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,1,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,6,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,9,1,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,2,0,Spanish,English
5e9133f704391d46ee2bcb31,vowels,english,10,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,40,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,35,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,15,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,25,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-25,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-30,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,5,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,10,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-20,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-10,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,30,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,45,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,20,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-35,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-15,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,50,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-5,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,5,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-25,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,45,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-10,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,40,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,30,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,35,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,20,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-5,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-30,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,10,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-20,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,15,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-35,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,25,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-15,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,50,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,50,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-25,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,20,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-10,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,5,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,10,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,15,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-5,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,25,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-30,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-20,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-35,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,30,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,45,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,35,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,40,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-15,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,25,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,45,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-15,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,40,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,10,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-25,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-20,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-10,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,30,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,5,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,35,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,15,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-5,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-35,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-30,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,50,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,20,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,25,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,45,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,10,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-35,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,20,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,40,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,50,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-30,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,30,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-25,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,5,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,35,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-10,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,15,1,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-15,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-20,0,Spanish,English
5e9133f704391d46ee2bcb31,stops,english,-5,0,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,11,1,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,7,1,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,10,1,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,3,0,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,2,0,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,8,1,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,4,0,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,1,0,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,9,1,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,6,1,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,5,1,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,5,1,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,11,1,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,10,1,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,6,1,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,9,1,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,1,0,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,3,0,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,2,0,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,4,0,Spanish,English
5e9546ebbc08e21354f19f4d,vowels,english,7,1,Spanish,English
